Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
2072,182,86.68,35.01,8.18,45.98,30.33,11.54,74.73,47.8,6.04,4.4,3.3,0,1.1,0,0,1.65,9.34,12.64,13.19,2.2,4.4,1.1,15.93,2.2,0.55,0,3.3,2.2,3.3,2.2,1.1,0,1.1,0,2.75,0,0,0,1.1,7.14,1.1,1.1,3.3,2.2,0,3.3,2.75,2.2,0,0.55,3.85,3.85,0,0,0,4.95,0.55,2.75,1.1,2.75,0,1.65,12.09,5.49,8.24,0.55,6.04,2.2,2.75,2.2,0,2.2,0,0,0.55,0,0,0,0.55,0,17.58,3.3,2.75,0,0,0,2.75,1.1,1.1,1.1,1.1,4.4
2073,577,80.78,47.92,42.91,92.35,19.23,26.17,85.62,48.01,12.31,7.8,5.55,0.17,1.56,0.17,0.35,4.51,7.97,14.38,6.59,4.16,6.41,1.21,12.82,6.24,2.6,1.04,1.73,3.47,4.16,4.16,0,0,0,0,7.11,0,0.52,0.17,0.17,10.75,1.39,1.73,1.21,3.81,1.21,2.6,0.87,0.52,0,0.35,0.69,0.17,0.17,0,0.17,9.88,1.91,3.29,3.12,3.47,0.35,1.56,8.84,1.91,11.79,0.69,5.89,5.37,8.49,1.56,0.17,2.08,0,0,0.52,0,0,0.17,0.35,0,22.88,5.03,6.41,1.04,0,0,1.04,0.87,0,4.33,2.08,2.08
2074,55,82.76,29.26,77.1,99,13.75,23.64,85.45,45.45,12.73,7.27,7.27,0,0,0,0,5.45,7.27,12.73,5.45,1.82,7.27,0,16.36,3.64,0,0,0,0,7.27,7.27,0,0,0,0,1.82,0,0,0,0,1.82,0,0,1.82,0,0,0,3.64,1.82,0,1.82,5.45,1.82,1.82,0,0,9.09,3.64,1.82,1.82,3.64,0,3.64,10.91,1.82,20,3.64,5.45,12.73,5.45,1.82,0,5.45,0,0,0,0,0,0,0,0,27.27,1.82,7.27,0,0,0,5.45,1.82,0,1.82,0,9.09
2075,1150,89.02,90.53,2.94,80.83,29.49,23.13,79.13,42.43,10.43,6.87,1.48,1.39,1.74,1.57,0.7,3.57,7.3,13.13,5.39,2.09,5.57,0.26,8.78,4,1.48,0.61,3.04,2.7,6,4.52,1.48,0,0.52,0,13.57,0.35,0.17,4.96,0.35,8.17,1.3,1.04,1.83,2.43,1.13,1.65,2.09,1.57,0,0.52,1.04,0.52,0.26,0.09,0.09,12.52,2.87,4,6.26,2.61,0.17,3.22,6.26,0.96,8.61,1.22,5.48,2.17,5.48,0.96,0.35,0.52,0.26,0.26,0.52,0.17,0.26,0,0.09,0,15.57,2.43,4.96,0.87,0.09,0.26,1.57,0.7,1.04,0.17,1.04,2.43
2076,574,75.2,91.01,16.5,74.44,28.7,17.94,82.75,47.04,12.02,6.45,0,2.09,3.66,0.7,0,5.57,6.97,13.94,8.19,4.36,6.27,1.05,14.81,7.14,3.48,1.22,3.66,4.36,6.45,4.53,1.92,0.35,0,0.17,10.1,0.17,0.7,0.7,0,5.92,1.22,1.74,0.7,1.74,0.7,1.39,2.26,1.57,0.17,0.52,1.05,0.35,0.35,0,0.35,10.8,3.66,2.96,1.57,4.01,0.87,2.79,10.1,2.26,13.94,1.74,6.97,5.4,5.57,4.88,0.35,0.35,0.17,0,0.52,0,0,0.35,0.17,0,27.53,5.75,5.57,1.05,0,0,1.05,0.35,4.53,3.14,0.35,5.75
2077,118,97.74,72.34,29.66,99,59,21.19,76.27,45.76,6.78,2.54,0,0,2.54,0,0,4.24,8.47,19.49,6.78,1.69,5.08,0,11.02,1.69,0.85,1.69,3.39,0.85,7.63,7.63,0,0,0,0,3.39,0,0,0,0,5.08,2.54,2.54,0,0,0,0,5.08,3.39,0,0.85,0.85,0,0,0,0,5.93,0.85,2.54,1.69,0.85,0,2.54,6.78,0,15.25,3.39,11.02,0.85,7.63,3.39,0,0,0,0,0,0,0,0,0,0,15.25,0.85,2.54,0.85,0.85,0,2.54,0,1.69,0.85,0,5.08
2078,252,61.89,37.54,19.65,87.2,42,26.98,71.43,42.06,9.13,5.56,3.57,0,0.4,0.79,0.79,3.57,4.37,9.13,10.32,2.38,6.75,1.19,13.89,4.37,1.59,0.79,3.57,3.57,3.57,3.57,0,0,0,0,4.37,0,0,0,0.79,10.71,1.19,1.19,1.19,4.76,1.19,3.17,1.98,1.59,0,0.4,1.19,0.79,0,0,0,6.35,1.19,1.98,1.59,3.17,0,0.79,12.7,3.17,9.92,1.19,5.16,4.37,2.78,0.79,0.4,0,0,0,0.79,0,0,0.4,0.4,0,28.97,5.56,3.97,0.4,0,0,3.17,4.37,4.76,0.4,2.38,3.97
2079,1133,83.15,72.87,23.58,80.23,26.98,19.51,79.7,46.69,10.94,6,1.77,0.53,3,0,0.71,4.94,7.59,13.42,6.97,3.09,6.09,0.97,11.56,5.47,2.12,0.79,4.59,3,3.8,3.35,0.35,0.09,0.09,0.09,7.59,0.09,0.18,0,0,7.15,1.85,0.97,0.88,1.5,0.88,2.29,5.74,3.97,0.35,0.53,1.24,0.35,0,0,0.79,5.12,0.97,1.77,1.32,1.41,0.18,0.71,9.97,1.85,11.65,1.68,6.88,3.35,4.32,3.62,0.53,0.88,0,0,0,0,0,0,0,0,18.62,5.56,3.35,0.44,0,0.35,1.06,1.15,0.35,0.53,1.06,4.77
2080,164,40.75,92.82,1,99,27.33,20.12,72.56,42.68,12.2,10.98,3.05,3.05,2.44,1.83,0.61,1.22,3.05,7.93,14.02,1.83,6.71,0,17.68,6.1,1.83,0,6.1,3.66,7.93,7.93,0,0,0,0,12.8,0.61,0.61,0,3.05,7.32,0.61,1.22,3.66,3.05,0,0.61,1.22,1.22,0,0,1.83,0,0.61,0,0.61,9.76,6.1,2.44,0.61,2.44,0,1.83,10.98,3.05,6.1,0,4.27,1.83,3.05,2.44,0.61,0,0,0,0.61,0,0.61,0,0,0,15.24,4.27,0.61,0,0,0,0,0.61,1.22,0,6.1,2.44
2081,992,86.53,64.55,23.34,97.81,25.44,29.74,68.04,35.79,6.35,5.24,2.52,0,2.52,0,0.2,1.11,5.14,12.1,3.63,1.92,10.28,0.1,8.27,7.86,2.82,0.2,7.16,3.43,5.34,5.34,0,0,0,0,6.35,0,0.1,0,0,9.38,2.52,1.81,0.6,3.33,1.11,2.52,1.31,1.01,0.2,0.1,0.71,0.1,0.5,0.1,0,9.58,0.81,2.92,2.72,4.44,0,1.21,7.16,1.41,9.68,1.01,4.94,3.83,3.63,1.21,0.4,1.11,0.2,0,0.2,0,0.1,0,0.1,0,29.13,3.83,4.74,0.2,0,0,2.22,6.85,0,2.72,3.23,5.34
2082,216,77.93,53.7,11.8,99,21.6,22.22,82.41,50.93,13.89,7.41,4.17,0,1.39,0,1.85,6.48,6.94,14.81,10.65,3.7,3.24,0,15.74,7.87,2.31,1.85,0.46,2.78,6.94,6.94,0,0,0,0,5.09,0,0,0,0,8.8,1.39,1.39,0.93,1.85,1.85,1.39,4.17,3.7,0,0.46,0,0,0,0,0,5.56,0.46,0.93,3.24,1.85,0,1.39,12.96,1.39,7.87,0.46,5.09,2.31,4.17,2.31,0,1.39,0,1.39,0.46,0,0.46,0,0,0,19.91,6.94,1.39,0,0,0,0.46,0.46,0,2.31,1.39,6.94
2083,2259,85.61,58.57,32.8,98.88,17.79,23.51,75.39,43.6,9.83,6.86,3.72,0.18,1.95,0.13,0.89,2.97,7.3,13.1,5.93,3.9,5.67,0.71,11.16,7.61,3.63,0.66,2.43,3.32,6.37,6.11,0.22,0,0,0.04,6.51,0.09,0.4,0.04,0.4,7.88,1.28,1.2,1.06,1.81,1.55,2.04,1.55,1.11,0.13,0.27,0.49,0.13,0,0,0.04,9.47,1.46,2.83,3.67,3.32,0.04,3.5,8.41,0.75,12.48,1.68,6.68,4.74,2.83,0.89,0.09,1.28,0.13,0.35,1.42,0,0.35,0.66,0.4,0,25.81,6.99,3.9,0.71,0,0.18,2.39,1.06,3.32,1.59,1.02,4.65
2084,530,85.24,31.19,62,85.28,37.86,17.55,83.77,52.64,14.15,10.19,7.92,0.38,0.57,0.38,0.94,3.96,6.98,19.06,6.23,3.4,7.74,0.38,12.64,6.98,4.91,0,1.7,3.58,3.77,3.58,0.19,0.19,0,0,4.53,0.19,0.19,0,0.38,7.36,1.51,0.75,1.32,1.51,0.94,2.08,1.7,0.94,0.19,0.75,0.38,0.38,0,0,0,6.42,1.51,1.7,1.51,2.45,0,3.02,7.74,1.13,13.02,3.02,6.23,4.91,5.28,3.21,0.38,3.21,0.19,0,1.32,0,0.19,0,0.94,0,15.66,3.77,4.72,0.19,0,0,0.57,0.19,0.75,1.13,1.13,3.21
2085,255,97.99,59.29,7.03,82.09,25.5,22.35,72.94,48.24,7.06,4.71,3.14,0,0.78,0.39,0.39,2.35,14.12,14.9,7.45,1.18,4.71,0.39,9.8,4.31,1.57,1.57,1.57,0.78,3.92,3.53,0.39,0,0,0,5.1,0,1.96,1.18,0,5.49,1.96,1.18,0.78,0.39,1.57,0,0.39,0,0,0,0.39,0,0,0.39,0,6.67,2.35,1.18,2.35,0.78,0,2.35,6.27,1.57,8.24,0.78,4.71,3.14,3.14,3.53,0,0.78,2.35,0,0.39,0,0,0,0.39,0,20,5.88,6.27,1.18,0,0,0,0.39,0,1.57,0,4.71
2086,211,78.45,44.35,9.89,70.37,30.14,24.17,39.81,22.75,10.43,8.53,6.16,0,2.37,0,0,1.9,2.37,5.69,3.79,0.95,2.37,0,7.11,0.95,0.95,0,5.69,0.95,3.32,2.84,0.47,0,0.47,0,3.32,0,0,0,0,5.69,1.9,1.42,0.47,1.42,0.47,0.95,1.42,1.42,0,0,0.95,0,0,0.95,0,4.27,0,2.37,1.9,0,0,0.47,5.69,0.95,4.74,0,1.9,2.84,1.42,0.95,0,0,0,0,0,0,0,0,0,0,60.66,6.16,4.74,1.42,0,0,1.9,28.44,0,5.69,1.9,10.43
2087,196,87.21,14.19,77.38,54.59,12.25,16.84,80.61,52.55,13.78,9.18,8.16,0,0,1.02,0,4.59,9.69,15.31,5.1,2.04,7.65,1.02,12.24,4.59,2.04,2.04,2.04,2.55,4.59,3.06,1.53,0,1.02,0,3.06,0,0,0,1.02,10.71,1.53,0.51,1.53,3.06,2.04,4.59,1.53,0.51,0,1.02,2.55,1.53,0.51,0,0,9.69,1.53,2.55,3.57,1.02,1.02,4.08,6.12,1.53,13.78,0,8.16,5.61,1.02,3.57,1.02,0,0,0,0,0,0,0,0,0,17.35,6.12,4.59,2.04,0,2.04,1.02,0,0,0,0,1.53
2088,208,52.25,28.2,44.66,70.96,17.33,22.12,82.69,49.52,15.38,11.06,8.65,0,0.48,0.48,1.44,4.33,5.29,12.02,9.13,5.29,6.25,0.96,13.46,6.73,3.37,0.96,0.48,3.85,6.25,4.33,1.92,0.48,0,0,5.29,0,0,0,0,11.54,0.96,1.44,3.37,2.88,2.4,1.92,2.4,2.4,0,0,1.44,0,0.48,0,0.48,9.13,1.92,0.48,4.33,3.37,0,3.37,6.73,0.96,12.5,1.92,4.81,5.77,2.4,6.25,0,0.96,0,0,0,0,0,0,0,0,21.63,8.65,5.77,0,0.48,0,0.48,0,0,1.44,0.96,3.85
2089,197,91.23,45.94,76.73,87.01,21.89,19.8,79.19,42.64,11.68,9.64,7.11,0,1.52,0,1.02,2.03,7.11,14.21,6.6,1.02,3.05,0.51,14.21,6.09,1.52,0,2.03,0.51,5.08,4.06,0.51,0,0,0,5.58,0,0.51,0,0,8.12,1.52,3.55,1.02,1.52,1.52,0.51,0,0,0,0,0.51,0,0.51,0,0,10.15,2.03,1.52,3.05,3.55,0,2.54,9.64,2.03,17.26,1.52,10.15,5.58,3.55,2.54,0,5.08,0,0,0,0,0,0,0,0,41.62,6.09,4.06,0.51,0,0,2.03,1.02,0,1.02,0,26.9
2090,286,96.87,47.2,16,92.6,71.5,15.03,81.12,49.65,8.04,5.24,3.15,0,1.05,0,1.05,2.8,11.89,17.48,5.59,3.85,6.29,0,11.54,5.59,3.15,0.35,5.24,3.5,4.9,4.55,0.35,0,0,0,3.15,0,0.35,0,0,5.59,2.8,0.35,1.05,1.75,0,1.75,1.4,0.7,0,0.7,0.35,0,0.35,0,0,5.59,0.35,3.15,0.35,3.15,0,0.35,11.54,1.05,8.39,0.35,4.2,4.2,4.2,4.2,0,2.1,0,0,0.7,0,0.35,0,0.35,0,23.08,3.15,3.15,0.35,0,0,2.45,2.45,0,1.75,1.4,8.39
2091,1094,89.16,54.37,1.72,35.34,31.26,26.97,42.6,24.59,6.76,3.2,2.1,0,0.64,0.18,0.27,3.56,4.84,6.49,3.11,1.65,2.74,0.27,5.48,3.29,1.55,0.46,1.46,2.19,3.02,1.74,1.19,0.09,0.73,0.09,3.75,0.09,0.18,0.37,0.18,5.12,0.82,1.46,0.37,1.65,0.64,0.82,0.64,0.64,0,0,0,0,0,0,0,2.47,0.64,1.37,0.18,0.91,0,0.82,4.48,0.82,5.03,0.73,2.19,2.19,2.19,1.37,0,0.55,0.37,0.09,0.46,0.09,0.46,0,0,0,24.5,5.03,2.38,0.18,0,0.55,1.83,0.46,1.1,1.28,0.91,10.79
2092,328,48.47,45.16,54.3,99,21.87,17.38,85.98,53.66,17.38,11.59,7.01,0,2.44,0,2.13,5.79,4.57,14.33,10.06,3.96,7.93,0.61,17.99,4.27,3.35,0.3,2.74,5.49,7.32,7.32,0,0,0,0,7.32,0,0,0,0,13.11,3.96,0.61,2.74,3.96,3.05,3.35,0.3,0.3,0,0,0.3,0,0,0,0.3,9.15,2.13,4.88,1.22,4.27,0,0.61,14.02,2.74,10.06,1.22,5.49,3.35,3.96,1.52,0,0.91,0,0,0.3,0,0.3,0.3,0,0,48.78,6.4,5.79,2.13,0,0,3.96,11.28,0,2.74,0.61,15.85
2093,537,68.9,61.01,8.24,74.34,26.85,21.42,73.37,46.18,9.31,5.4,2.42,0.19,2.42,0,0.37,3.91,7.08,10.43,11.36,3.17,7.08,0.19,14.15,4.84,1.86,0.56,1.68,3.72,2.98,2.79,0.19,0,0,0.19,4.28,0,0.19,0,0,6.89,1.68,1.3,0.74,1.3,2.05,1.49,2.61,2.23,0,0.37,1.3,0.37,0.37,0,0.74,4.66,0.19,2.42,1.12,2.23,0,1.12,8.19,5.21,7.82,0.93,4.84,2.61,4.84,2.98,0,0.56,0,0,0.19,0,0,0,0.19,0,15.08,5.03,4.28,0,0,0,1.86,0.56,0.74,0.19,0.37,2.05
2094,950,95.49,70.81,4.71,51.37,22.62,29.79,48.74,24.84,4.42,2.21,0.11,1.58,0.32,0,0.21,2.21,5.68,8.74,3.05,1.05,2.53,0.11,6.84,2.84,0.84,0.21,0.95,0.53,1.58,1.47,0.11,0,0,0.11,3.89,0,0,0,0,4,1.26,1.68,0.32,0.53,0.21,0.11,1.05,0.84,0,0,0.42,0.21,0.11,0,0.11,5.26,2.63,1.58,0.95,0.32,0,0.53,5.89,0.84,9.79,1.26,5.26,3.26,3.05,1.47,0.21,0,0.42,1.58,2.42,0,2,1.16,0.42,0,22.53,4.42,6.53,0.74,0.11,0,0.42,1.47,1.26,0,0.21,7.37
2095,291,82.24,62.16,65.36,96.03,26.45,18.9,80.41,46.39,12.37,6.87,4.12,0,1.03,0,1.72,5.5,8.59,12.71,6.87,3.44,5.5,0.69,11.68,7.22,3.44,2.41,2.41,5.84,4.81,4.81,0,0,0,0,8.25,0,0,0,0,7.56,2.41,1.37,0.34,2.41,1.03,1.37,1.03,0.34,0,0.69,0,0,0,0,0,8.25,0.34,3.09,2.41,3.78,0,0.69,8.59,2.06,15.81,2.41,8.93,5.15,1.03,2.41,0,1.72,0,0,0.34,0,0,0.34,0,0,103.44,3.44,2.75,0,0,0.34,2.41,89.69,1.37,0.69,0.69,2.06
2096,733,95.59,74.82,1,69.49,81.44,27.42,45.02,22.37,4.09,2.86,0,1.91,0.14,0,0.82,1.23,5.46,7.64,2.59,0.68,2.32,0,4.37,2.18,0.55,0.14,3.27,1.77,2.73,2.46,0.14,0.14,0,0,5.05,0.14,0.14,0.14,0.14,5.05,1.5,1.77,0.41,0.55,0.55,0.41,1.36,0.55,0.55,0,0.41,0,0.14,0,0.27,4.91,3,0.82,0.55,0.95,0.27,1.09,3.41,0.55,4.91,0.95,3.27,0.55,4.5,3.68,0.14,2.05,0,0,0.82,0,0.68,0.14,0,0,29.6,3.14,13.23,1.36,0.14,0,0.68,1.36,0,0.41,0.82,8.46
2097,742,91.12,75.84,32.81,64.1,49.47,28.44,74.39,40.03,8.09,5.53,1.62,1.75,1.89,0,0.27,2.56,6.87,13.34,5.66,1.75,5.12,1.21,10.11,4.85,2.02,0.4,2.56,1.48,6.6,4.04,2.02,0.94,0.54,0.27,8.36,0,0.27,0,0,11.05,4.58,2.16,0.94,1.48,1.08,2.16,1.89,1.21,0,0.67,2.29,1.21,0.81,0,0.13,9.03,3.5,2.56,2.56,0.67,0.81,2.16,6.87,1.48,10.92,1.48,5.12,4.45,3.37,2.56,0.13,1.35,0.67,0,0.27,0,0.13,0,0.13,0,30.05,3.64,7.28,1.08,0,0.67,1.08,1.62,0.81,1.08,1.21,11.59
2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,100,75.14,65.56,1,80.22,25,21,75,52,11,4,1,0,2,0,1,7,10,12,12,5,5,0,19,1,1,1,2,0,3,3,0,0,0,0,5,0,0,0,0,12,0,4,4,5,1,2,3,2,0,1,3,3,0,0,0,7,0,1,2,5,0,3,15,2,4,0,4,0,2,1,0,2,0,0,0,0,0,0,0,0,16,4,3,0,0,0,0,3,2,2,0,2
2100,880,76.35,95.56,34.67,97.48,19.13,15.34,89.09,52.95,12.73,8.75,0,3.75,4.77,0,0.23,3.98,8.86,13.86,7.5,4.77,7.16,1.02,13.07,5.68,2.05,1.14,1.59,2.16,6.59,5.91,0.68,0.23,0.11,0.34,12.61,0.34,0.23,0.11,0,9.43,1.59,1.48,1.36,2.84,1.36,2.84,3.86,2.73,0.23,0.91,2.39,0.8,0.8,0.11,0.57,10,5.34,1.93,1.7,1.93,0.57,1.59,10.34,1.36,15.57,1.82,8.52,5.45,3.86,4.09,0.68,0.8,0.23,0,3.07,0.23,1.36,1.25,0.34,0,17.95,1.59,2.5,0.45,0,0.8,4.32,0.45,0.23,2.39,2.73,2.5
2101,506,87.28,72.99,27.39,99,29.76,21.74,79.45,45.26,9.68,6.72,3.36,0.2,2.77,0,0.4,2.96,8.3,13.44,4.55,4.35,7.31,0.4,8.89,5.53,1.58,0.99,2.37,1.78,7.51,6.72,0.59,0.2,0.2,0,8.89,0,0.59,0,0.4,8.1,1.78,1.19,1.19,2.57,0.99,1.98,2.77,2.17,0,0.2,1.98,0.4,0.2,1.19,0.2,5.93,2.37,1.19,1.78,1.38,0,0.79,7.31,0.99,11.46,1.38,6.72,3.56,3.36,3.95,0,0.79,0,0,0,0,0,0,0,0,18.97,5.34,5.34,0.2,0.4,0,0.59,0.59,0.4,0.99,0.4,4.74
2102,434,96.96,51.84,10.87,90.45,25.53,28.34,61.98,35.48,4.38,3,1.61,0.69,0.46,0,0.23,1.38,9.45,11.52,4.84,0.92,4.84,0.23,6.45,3,2.07,0.46,6.68,1.61,3.92,3.92,0,0,0,0,2.3,0,0,0,0,4.15,1.38,0.92,0.69,0.92,0.46,1.15,2.3,1.84,0,0.46,0.69,0.46,0,0,0.23,7.14,1.61,3.69,1.61,2.76,0,1.61,5.53,1.38,10.14,0.23,6.22,3.69,3,2.53,0,1.61,0,0,0.23,0,0.23,0,0,0,23.5,6.22,6.68,0.92,0,0.23,0.92,0.92,0.46,0.23,0.92,5.99
2103,990,92.53,70.04,10.69,67.75,31.94,22.42,68.08,38.48,4.75,2.63,0.2,1.31,0.3,0.3,0.51,2.12,8.18,11.92,5.86,2.63,6.97,0.2,8.79,5.56,1.82,0.4,7.47,1.21,3.54,2.83,0.61,0,0,0,5.05,0,0.1,0.71,0.51,5.05,1.52,1.11,0.4,0.91,0.4,1.01,2.93,2.42,0,0.4,0.71,0.1,0.51,0.1,0,8.48,3.13,2.63,2.73,0.91,0.1,1.52,6.57,0.51,11.52,0.71,7.88,3.13,3.94,2.32,0,1.31,0.3,0.2,0.61,0,0.2,0,0.4,0,22.83,4.04,11.72,1.52,0.4,0,0.51,1.62,0.4,0.3,1.21,1.11
2104,12,92.84,50,98.01,99,12,50,75,16.67,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,8.33,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,8.33,25,16.67,8.33,0,0,0,0,0,0,0,0,0,0,58.33,8.33,16.67,0,0,0,0,0,0,0,0,33.33
2105,111,79.41,35.91,60.03,99,37,22.52,93.69,51.35,14.41,11.71,9.91,0.9,0.9,0,0,2.7,5.41,17.12,6.31,3.6,7.21,0,12.61,6.31,2.7,0,0.9,1.8,13.51,9.91,3.6,0,0,0,7.21,0,0,0,0,16.22,0.9,6.31,4.5,2.7,0.9,2.7,4.5,2.7,0,0.9,1.8,0,1.8,0,0,12.61,3.6,4.5,0.9,1.8,1.8,0.9,14.41,0.9,13.51,1.8,7.21,4.5,4.5,1.8,0,0.9,0,0,0,0,0,0,0,0,12.61,3.6,3.6,0,0,0,0.9,0,0,0.9,1.8,1.8
2106,286,66.12,62.36,22.33,94.75,23.83,20.28,80.07,50.7,16.78,11.54,6.99,0.7,3.15,0.7,0,5.24,4.9,13.64,7.69,2.45,6.29,0,13.64,3.85,2.1,1.05,4.55,3.5,5.24,4.9,0.35,0.35,0,0,7.34,0,0,0.35,0.35,7.69,3.15,1.75,1.05,0.7,1.05,1.05,1.75,1.4,0,0,0,0,0,0,0,7.69,2.8,2.1,2.8,1.4,0,2.1,11.19,1.4,6.99,1.4,3.15,2.8,2.8,1.05,0,1.75,0,0,0,0,0,0,0,0,13.29,2.8,1.75,0.35,0,0,1.75,0.35,0,0,0,6.29
2107,332,79.95,46.39,64.28,84.3,36.89,24.1,84.04,52.11,11.45,8.43,6.33,0,1.51,0,0.6,3.01,7.83,14.16,8.73,1.2,8.73,0.6,13.86,4.52,0.6,1.51,0.3,1.2,3.31,3.31,0,0,0,0,7.83,0,0,0,0,10.24,2.11,0.9,1.2,4.22,1.2,3.31,3.31,0.6,0,1.51,0.9,0.6,0,0,0.3,5.12,2.11,1.51,0.9,1.2,0,1.51,8.13,3.31,12.65,2.71,5.42,4.52,2.41,4.82,0.3,0.9,0.6,0,0,0,0,0,0,0,9.94,3.31,2.71,0,0,0,1.2,0,0.6,0,0.6,1.51
2108,269,78.06,72.39,39.03,94.28,29.89,15.99,76.21,35.32,10.04,7.81,3.72,1.86,1.49,0.74,0,2.23,3.72,10.04,5.95,3.35,4.09,0,10.04,10.04,1.12,0.74,8.18,5.58,7.43,5.95,1.49,0,0.37,0,8.55,0.37,0,2.97,0,8.92,1.86,0.37,1.12,2.6,2.97,2.23,3.72,2.23,0,0.37,2.6,1.49,0,0,1.12,14.13,2.97,5.95,3.72,6.69,0,2.97,9.67,0,13.38,1.12,8.92,3.72,2.23,0.74,0,0.37,0,0,1.12,0,1.12,0,0,0,26.02,4.09,3.35,3.35,0.37,0.37,2.97,0.37,1.86,0.37,0,8.92
2109,708,87.93,63.27,1.44,57.83,23.6,21.33,38.98,21.05,6.92,5.65,2.68,0.14,2.54,0,0.28,1.27,2.12,7.06,2.54,1.27,2.4,0.14,5.08,0.99,0.56,0.14,3.67,2.54,2.26,1.98,0.28,0,0.28,0,5.23,0,0.42,0,0,6.07,0.56,0.99,1.27,1.69,1.13,1.69,0.85,0.42,0.28,0.28,0.28,0.28,0,0,0,6.64,1.84,2.12,1.84,1.98,0,0.71,4.8,0.85,4.1,0.42,2.12,1.41,2.26,1.84,0,0.71,0,0.14,0.71,0,0.56,0.14,0,0,42.37,6.36,5.93,1.69,0,0.71,2.26,1.84,2.26,2.82,5.08,13.42
2110,254,91.17,81.74,15.7,99,16.93,22.05,80.31,43.7,11.02,5.91,1.57,1.57,1.97,0,0.79,5.12,8.66,13.39,7.09,1.97,3.15,0.39,8.27,4.33,0.39,0,4.33,2.76,8.27,7.09,0.79,0.39,0,0,8.66,0,0.79,0,0.79,4.33,0.39,0,0.79,1.97,0.79,1.18,1.18,1.18,0,0,0.39,0,0,0,0,10.63,3.54,4.33,0.79,2.76,0.79,1.18,7.09,2.36,12.6,0.79,5.12,6.69,5.51,4.72,0,0.79,0,0,2.76,0,2.76,0,0,0,28.35,7.48,3.94,1.18,0,0,3.54,0.79,0,2.76,1.97,6.69
2111,153,61.7,30.04,66.34,37.33,25.5,17.65,83.66,49.02,16.34,13.73,11.76,0,1.96,0,0,2.61,4.58,13.73,8.5,5.23,3.92,0.65,17.65,3.92,1.96,0,1.96,4.58,5.88,3.27,2.61,0,0,0.65,7.19,0,0,0,0,7.84,0,0,0,5.88,0.65,1.96,1.31,0.65,0,0.65,1.31,0,0.65,0,0.65,9.15,1.96,1.96,3.92,1.31,1.96,2.61,7.84,3.27,9.8,1.96,5.23,2.61,3.92,3.92,0,3.92,0,0,0.65,0,0.65,0,0,0,25.49,6.54,1.31,0.65,0,0,0.65,0.65,0,2.61,0,13.07
2112,463,68.87,97.24,7.9,99,27.24,20.3,81.43,49.46,14.04,10.37,0.65,1.94,6.48,0.43,0.86,3.67,5.62,12.74,8.42,3.89,5.4,0.22,11.23,6.26,1.3,0.43,1.94,2.81,6.05,6.05,0,0,0,0,12.53,0,0,0,0.43,9.29,4.1,1.08,0.65,1.3,2.38,0.86,3.89,2.81,0.22,1.08,0.86,0.65,0.22,0,0,10.15,3.67,2.16,3.24,1.51,0.22,1.94,9.07,1.94,7.99,1.3,3.67,3.24,0.86,3.46,0.65,0,0.22,0,0,0,0,0,0,0,14.47,4.54,3.02,0.22,0,0,2.38,1.3,0,0,0.86,2.16
2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,518,66.15,21.99,67.63,91.56,37,15.64,83.78,54.83,12.74,8.88,7.14,0,0.19,0.58,0.97,3.86,7.14,15.06,8.11,5.6,9.85,0.58,13.13,5.79,3.67,0.58,2.7,5.02,4.83,4.44,0.39,0.39,0,0,3.67,0,0.58,0,0.58,14.48,3.28,2.9,0,1.16,3.28,3.86,1.16,0.39,0,0.58,0.58,0.19,0.39,0,0,4.05,0.77,1.74,1.16,0.77,0,5.21,6.76,0.77,10.04,0.39,3.86,5.6,2.12,2.32,0.19,0.19,0.58,0,0,0,0,0,0,0,9.07,3.09,4.25,0,0.39,0,0.58,0.39,0,0,0,0.39
